               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 147,            0.027575,             0.02569,           0.0057435,             0.79745,             0.72241,              0.7606,             0.50235,            0.038926,            0.031539,             0.02001,            0.005182,            0.005182,            0.005182
                 148,            0.028051,            0.025163,            0.006303,             0.79606,             0.71716,             0.76598,             0.51299,            0.039857,            0.029826,            0.017172,            0.005149,            0.005149,            0.005149
                 149,            0.027748,            0.025378,            0.005875,             0.70815,             0.74952,              0.7526,             0.49866,            0.040026,            0.030099,            0.019186,            0.005116,            0.005116,            0.005116
                 150,            0.027133,            0.025556,           0.0057392,             0.78946,             0.70366,             0.77724,             0.52446,            0.039341,            0.031264,            0.016717,            0.005083,            0.005083,            0.005083
                 151,            0.027371,            0.025155,           0.0057051,             0.77952,             0.70128,             0.74331,             0.51685,            0.039697,            0.032379,            0.017416,             0.00505,             0.00505,             0.00505
                 152,            0.027392,            0.026111,           0.0062626,             0.79627,             0.75052,             0.78213,             0.55125,             0.03789,            0.029938,            0.016514,            0.005017,            0.005017,            0.005017
                 153,            0.026746,            0.024531,           0.0056024,             0.76043,             0.71771,             0.72372,             0.45988,            0.043036,            0.033876,            0.016076,            0.004984,            0.004984,            0.004984
                 154,            0.027705,            0.024431,           0.0065273,             0.72703,              0.7237,              0.7749,             0.53952,            0.041269,            0.029369,            0.019089,            0.004951,            0.004951,            0.004951
                 155,            0.026771,            0.025092,           0.0057812,             0.72441,             0.75211,             0.76134,             0.53634,            0.038548,            0.029971,            0.017643,            0.004918,            0.004918,            0.004918
                 156,            0.027251,            0.025332,           0.0057784,              0.7804,             0.72581,             0.76698,             0.55383,            0.039978,            0.029561,             0.01766,            0.004885,            0.004885,            0.004885
                 157,            0.026698,            0.025197,           0.0059126,             0.79598,             0.73004,             0.78039,             0.54127,            0.039086,            0.030371,            0.017644,            0.004852,            0.004852,            0.004852
                 158,            0.027219,            0.024068,           0.0055724,             0.78802,             0.72821,             0.76928,             0.52773,            0.039488,            0.032141,            0.016119,            0.004819,            0.004819,            0.004819
                 159,            0.026877,            0.024785,           0.0062454,             0.70791,             0.75346,              0.7782,             0.55435,            0.039865,            0.029733,            0.017602,            0.004786,            0.004786,            0.004786
